Title,Authors,Price,Stars,Number of Reviews,Country
"Big Data: A Guide to Big Data Trends, Artificial Intelligence, Machine Learning, Predictive Analytics, Internet of Things, Data Science, Data Analytics, Business Intelligence, and Data Mining  ","['Edición en Inglés', 'de ', '21', 'Otros formatos: ', ', ', ', ']",12.0,4,387,Spain
"Microsoft Power BI Quick Start Guide: The ultimate beginner's guide to data modeling, visualization, digital storytelling, and more, 3rd Edition  ","['Edición en Inglés', 'de ', ', ', 'Erin Ostrowsky', ', et ál.', '49', 'Otro formato: ']",35.0,3,492,Spain
"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are (English Edition)  ","['Edición en Inglés', 'de ', '5.761', 'PVP ed. digital: ', 'Otros formatos: ', ', ', ', ']",10.0,5,166,Spain
Refactoring: Improving the Design of Existing Code (Addison-Wesley Signature Series (Fowler)) (English Edition)  ,"['Edición en Inglés', 'de ', '946', 'PVP ed. digital: ', 'Otro formato: ']",32.0,2,83,Spain
The Backyard Astronomer's Guide  ,"['Edición en Inglés', 'de ', 'Terence Dickinson', ', ', ', et ál.', '490']",33.0,2,456,Spain
Algorithms and Data Structures for CRM (English Edition)  ,"['Edición en Inglés', 'de ']",0.0,1,467,Spain
"Data Governance: How to Design, Deploy, and Sustain an Effective Data Governance Program  ","['Edición en Inglés', 'de ', '112', 'Más opciones de compra', 'Otro formato: ']",55.0,3,122,Spain
The Universe and the Teacup: The Mathematics of Truth and Beauty (English Edition)  ,"['Edición en Inglés', 'de ', '115', 'PVP ed. digital: ', 'Otros formatos: ', ', ', ', ']",12.0,3,70,Spain
Demand Forecasting Best Practices  ,"['Edición en Inglés', 'de ', '9', 'Otro formato: ']",39.0,2,183,Spain
"Cyber Attacks: Protecting National Infrastructure, STUDENT EDITION (English Edition)  ","['Edición en Inglés', 'de ', 'Edward Amoroso', '9', 'PVP ed. digital: ', 'Otro formato: ']",29.0,1,98,Spain
The Data Science Design Manual (Texts in Computer Science)  ,"['Edición en Inglés', 'de ', 'Steven S. Skiena', '77', 'Más opciones de compra', 'Otros formatos: ', ', ']",64.0,2,493,Spain
"Better Data Visualizations: A Guide for Scholars, Researchers, and Wonks  ","['Edición en Inglés', 'de ', '305', 'Ofertas destacadas no disponibles', 'Otros formatos: ', ', ', ', ']",31.464446111050126,4,36,Spain
Data Visualization with Excel Dashboards and Reports  ,"['Edición en Inglés', 'de ', '109', 'Más opciones de compra', 'Otro formato: ']",34.0,2,125,Spain
"Visualizing Health and Healthcare Data: Creating Clear and Compelling Visualizations to ""See How You're Doing""  ","['Edición en Inglés', 'de ', 'Lindsay Betzendahl', ', ', 'Cambria Brown', ', et ál.', '64', 'Sólo queda(n) 2 en stock (hay más unidades en camino).', 'Otro formato: ']",29.0,1,49,Spain
Algorithms and Data Structures for OOP With C# (English Edition)  ,"['Edición en Inglés', 'de ']",0.0,5,154,Spain
"The Science of Golf: The Math, Technology, and Data  ","['Edición en Inglés', 'de ', '48', 'Más opciones de compra', 'Otro formato: ']",13.0,2,421,Spain
AI 2041: Ten Visions for Our Future (English Edition)  ,"['Edición en Inglés', 'de ', ' y ', '1.306', 'PVP ed. digital: ', 'Otros formatos: ', ', ']",12.0,1,75,Spain
"Analysis of Images, Social Networks and Texts: Third International Conference, AIST 2014, Yekaterinburg, Russia, April 10-12, 2014, Revised Selected Papers ... Science Book 436) (English Edition)  ","['Edición en Inglés', 'de ', ', ', 'Mikhail Yu. Khachay', ', et ál.', 'PVP ed. digital: ', 'Otro formato: ']",36.0,3,456,Spain
"The Age of AI: ""THE BOOK WE ALL NEED"" (English Edition)  ","['Edición en Inglés', 'de ', 'Henry A Kissinger', ', ', ', et ál.', '1.584', 'PVP ed. impresa: ', 'Otros formatos: ', ', ', ', ']",5.0,3,277,Spain
Atlas of the Invisible: Maps & Graphics That Will Change How You See the World  ,"['Edición en Inglés', 'de ', ' y ', '210', 'PVPR: ', 'Más opciones de compra']",22.0,2,438,Spain
Cyber Privacy: Who Has Your Data and Why You Should Care  ,"['Edición en Inglés', 'de ', '71', 'Otros formatos: ', ', ']",19.0,4,154,Spain
Fundamentals of Data Visualization: A Primer on Making Informative and Compelling Figures  ,"['Edición en Inglés', 'de ', '196', 'Otro formato: ']",53.0,3,464,Spain
"The Data Model Resource Book, Volume 2: A Library of Universal Data Models by Industry Types  ","['Edición en Inglés', 'de ', ' y ', 'John A. Zachman', '28', 'PVPR: ', 'Sólo queda(n) 4 en stock (hay más unidades en camino).', 'Más opciones de compra', 'Otro formato: ']",67.0,3,426,Spain
A Hands-On Introduction to Data Science  ,"['Edición en Inglés', 'de ', '63', 'PVPR: ', 'Sólo queda(n) 5 en stock (hay más unidades en camino).', 'Otro formato: ']",49.0,4,237,Spain
The New Silk Roads: The Present and Future of the World (English Edition)  ,"['Edición en Inglés', 'de ', '1.478', 'PVP ed. digital: ', 'Otros formatos: ', ', ']",11.0,3,182,Spain
Algorithms Illuminated (Part 2): Graph Algorithms and Data Structures  ,"['Edición en Inglés', 'de ', '257', 'PVPR: ', 'Más opciones de compra', 'Otro formato: ']",16.0,5,64,Spain
Hooked: How to Build Habit-Forming Products (English Edition)  ,"['Edición en Inglés', 'de ', '8.144', 'PVP ed. digital: ', 'Otros formatos: ', ', ', ', ']",10.0,4,291,Spain
"Ways of Being: Animals, Plants, Machines: The Search for a Planetary Intelligence  ","['Edición en Inglés', 'de ', '210', 'Más opciones de compra', 'Otros formatos: ', ', ']",15.0,5,169,Spain
Think Stats 2e: Exploratory Data Analysis  ,"['Edición en Inglés', 'de ', '148', 'Más opciones de compra', 'Otro formato: ']",26.0,3,396,Spain
"How to Investigate UFOs with your Smart Phone: Tools, tips, tricks and cutting-edge UFO investigation techniques (UFO-Track Book 1) (English Edition)  ","['Edición en Inglés', 'de ', 'John Craig', '3', 'Otro formato: ']",0.0,2,95,Spain
Artificial Intelligence: A Guide for Thinking Humans (Pelican Books)  ,"['Edición en Inglés', 'de ', '633', 'Otros formatos: ', ', ']",10.0,1,199,Spain
The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography (English Edition)  ,"['Edición en Inglés', 'de ', '1.813', 'PVP ed. digital: ', 'Otros formatos: ', ', ']",5.0,4,301,Spain
"Data Science: 30th British International Conference on Databases, BICOD 2015, Edinburgh, UK, July 6-8, 2015, Proceedings (Lecture Notes in Computer Science Book 9147) (English Edition)  ","['Edición en Inglés', 'de ', 'Sebastian Maneth', 'PVP ed. digital: ', 'Otro formato: ']",34.0,5,474,Spain
Life 3.0: Being Human in the Age of Artificial Intelligence (English Edition)  ,"['Edición en Inglés', 'de ', '5.148', 'PVP ed. digital: ', 'Otros formatos: ', ', ']",9.0,4,294,Spain
"Data Science: Third International Conference of Pioneering Computer Scientists, Engineers and Educators, ICPCSEE 2017, Changsha, China, September 22–24, ... Science Book 727) (English Edition)  ","['Edición en Inglés', 'de ', 'Beiji Zou', ', ', 'Min Li', ', et ál.', 'PVP ed. digital: ', 'Otro formato: ']",65.0,1,179,Spain
"Data Science: Third International Conference of Pioneering Computer Scientists, Engineers and Educators, ICPCSEE 2017, Changsha, China, September 22–24, ... Science Book 728) (English Edition)  ","['Edición en Inglés', 'de ', 'Beiji Zou', ', ', 'Qilong Han', ', et ál.', 'PVP ed. digital: ', 'Otro formato: ']",36.0,2,83,Spain
The Lost Metal: A Mistborn Novel (English Edition)  ,"['Edición en Inglés', 'de ', '9.887', 'PVP ed. impresa: ', 'Otros formatos: ', ', ']",6.0,1,34,Spain
The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution SHORTLISTED FOR THE FT & MCKINSEY BUSINESS BOOK OF THE YEAR AWARD 2019 (English Edition)  ,"['Edición en Inglés', 'de ', '4.231', 'PVP ed. digital: ', 'Otros formatos: ', ', ']",10.0,1,253,Spain
Novacene: The Coming Age of Hyperintelligence  ,"['Edición en Inglés', 'de ', '832', 'Otros formatos: ', ', ']",11.0,3,423,Spain
"Travel Guide To Arusha National Park, Tanzania: Discover the Unspoiled Beauty, Wildlife Wonders, Biodiversity, Safari and Cultural Treasures of Arusha National Park (English Edition)  ","['Edición en Inglés', 'de ', 'Tony Lawson ', 'Otro formato: ']",5.0,3,195,Spain
"I Heart Logs: Event Data, Stream Processing, and Data Integration  ","['Edición en Inglés', 'de ', '89', 'Más opciones de compra', 'Otro formato: ']",26.0,2,234,Spain
The Road To Conscious Machines: The Story of AI (Pelican Books)  ,"['Edición en Inglés', 'de ', 'Wooldridge Michael', '130', 'Más opciones de compra', 'Otros formatos: ', ', ']",14.0,2,72,Spain
"Fraud Analytics Using Descriptive, Predictive, and Social Network Techniques: A Guide to Data Science for Fraud Detection (Wiley and SAS Business Series)  ","['Edición en Inglés', 'de ', '55', 'Sólo queda(n) 2 en stock (hay más unidades en camino).', 'Otro formato: ']",36.0,3,339,Spain
Data Modeling with Snowflake: A practical guide to accelerating Snowflake development using universal data modeling techniques  ,['Serge Gershkovich'],28.0,2,232,France
A Beginner’s Guide to Streamlit for Data Science: Book 1 : Foundations (English Edition)  ,['Partha Mishra'],23.0,2,259,France
"R pour les data sciences: Importer, classer, transformer, visualiser et modéliser les données  ","['Hadley Wickham', 'Garrett Grolemund']",26.0,4,148,France
Purview of Data Science: A Smart Book of Data Science (English Edition)  ,[],2.0,5,341,France
SCIENCES : TOUTES LES GRANDES DATES  ,['Susan Kennedy'],20.690903901873412,4,298,France
Fundamentals of Data Engineering: Plan and Build Robust Data Systems  ,"['Joe Reis', 'Matt Housley']",37.0,3,244,France
Model-Based Clustering and Classification for Data Science: With Applications in R (Cambridge Series in Statistical and Probabilistic Mathematics Book 50) (English Edition)  ,[],57.0,1,324,France
Python for Data Science For Dummies (English Edition)  ,['Luca Massaron'],22.0,4,417,France
Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy  ,"[""Cathy O'Neil"", 'Relié']",9.0,1,149,France
Data Science and Analysis with Python: 3 in 1 Guide: Python-Based Solutions for Big Data and Machine Learning  ,[],90.82081099654599,1,2,France
Geospatial Data Science Quick Start Guide: Effective techniques for performing smarter geospatial analysis using location intelligence  ,"['Abdishakur Hassan', 'Jayakrishnan Vijayaraghavan']",14.0,4,429,France
Data Science for Beginners: 3 in 1 Book: A Beginner's Roadmap to Analyzing the Future. Empowering Insights from Raw Data (English Edition)  ,[],43.77292992028701,2,222,France
Doing Data Science: Straight Talk from the Frontline (English Edition)  ,"[""Cathy O'Neil"", 'Rachel Schutt']",26.0,4,153,France
The Fast-Track Guide to VXLAN BGP EVPN Fabrics: Implement Today’s Multi-Tenant Software-Defined Networks  ,[],32.0,1,210,France
"DATA ANALYTICS 1: A Comprehensive Guide to Data Analysis in Industry: A Complete Book on Data Science, Data Analysis and its Usage in Industry (English Edition)  ",[],7.0,2,74,France
"Becoming a Data Head: How to Think, Speak, and Understand Data Science, Statistics, and Machine Learning  ","['Alex J. Gutman', 'Jordan Goldmeier']",25.0,1,482,France
"Numerical Python: Scientific Computing and Data Science Applications With Numpy, Scipy and Matplotlib  ",[],58.0,3,460,France
Data Science for Babies 2  ,['Tim Cogan'],7.0,5,65,France
Introduction to Data Platforms: How to leverage data fabric concepts to engineer your organization's data for today's cloud-based digital world  ,[],23.0,1,285,France
Practical Linear Algebra for Data Science: From Core Concepts to Applications Using Python  ,['Mike X Cohen'],57.0,2,347,France
"Python pour la Data Science - Analysez vos données avec NumPy, Pandas, Matplotlib et Seaborn - Livre avec complément vidéo : Visualisation de données  ",[],49.0,3,407,France
The AI Product Manager's Handbook: Develop a product that takes advantage of machine learning to solve AI problems  ,['Irene Bratsis'],44.0,1,266,France
"Building Data Science Applications with FastAPI: Develop, manage, and deploy efficient machine learning applications with Python, 2nd Edition  ",['Francois Voron'],49.0,1,319,France
Appliquer la data science à l'assurance  ,['David Dubois'],39.0,5,11,France
Data Science for Beginners: Comprehensive Guide to Most Important Basics in Data Science  ,['Alex Campbell'],15.0,5,128,France
Hands-On Web Scraping with Python: Extract quality data from the web using effective Python techniques  ,['Anish Chapagain'],39.0,5,300,France
Confident Data Science: Discover the Essential Skills of Data Science (Confident Series Book 15) (English Edition)  ,['Adam Ross Nelson'],12.0,1,289,France
"Expert Data Modeling with Power BI: Enrich and optimize your data models to get the best out of Power BI for reporting and business needs, 2nd Edition  ",['Soheil Bakhshi'],58.0,3,394,France
Streamlit for Data Science: Create interactive data apps in Python  ,['Tyler Richards'],49.0,5,67,France
"Hands-On Data Analysis with Pandas: A Python data science handbook for data collection, wrangling, analysis, and visualization, 2nd Edition  ",['Stefanie Molin'],41.0,2,241,France
"R pour les data sciences: Importer, classer, transformer, visualiser et modéliser les données  ","['Hadley Wickham', 'Garrett Grolemund']",39.0,2,214,France
AI's Impact on Big Data Analysis (Advanced Sci-Tech Books) (English Edition)  ,['Shah Rukh'],12.0,4,499,France
"Data Governance: The Definitive Guide: People, Processes, and Tools to Operationalize Data Trustworthiness  ","['Evren Eryurek', 'Uri Gilad']",56.0,5,87,France
"Network Science with Python: Explore the networks around us using network science, social network analysis, and machine learning  ",['David Knickerbocker'],49.0,3,366,France
Data Mining for the Social Sciences – An Introduction  ,[],38.0,5,134,France
Guide to Spark Partitioning: Spark Partitioning Explained in Depth  ,[],8.0,4,482,France
Data Science For Dummies  ,['Lillian Pierson'],32.0,3,161,France
The Data Science Handbook: Advice and Insights from 25 Amazing Data Scientists  ,['Carl Shan'],22.0,2,281,France
"Mastering Data Science and Analytics: From Theory to Practice"" (English Edition)  ",[],11.0,4,344,France
"The Economics of Data, Analytics, and Digital Transformation: The theorems, laws, and empowerments to guide your organization's digital transformation  ",['Bill Schmarzo'],44.0,4,226,France
Data Sketches  ,"['Nadieh Bremer', 'Shirley Wu']",47.0,2,272,France
Data Science for Executives: Leveraging Machine Intelligence to Drive Business ROI  ,"['Nir Kaldero', 'Relié']",18.0,1,365,France
Elecboy - Tome 3 - La Data Croix  ,[],15.0,5,363,France
Football Hackers  ,['Christoph Biermann'],20.0,5,379,France
Data Science for Business Professionals: A Practical Guide for Beginners (English Edition)  ,[],32.0,2,313,France
Data Management at Scale: Modern Data Architecture With Data Mesh and Data Fabric  ,['Piethein Strengholt'],54.0,5,123,France
How to Get a Date with the Evil Queen (Monster Girlfriend Book 2) (English Edition)  ,['Marie Cardno'],3.0,2,491,France
Interactive Dashboards and Data Apps with Plotly and Dash: Harness the power of a fully fledged frontend web framework in Python – no JavaScript required  ,['Elias Dabbas'],51.0,1,220,France
"R pour les data sciences: Importer, classer, transformer, visualiser et modéliser les données  ","['Hadley Wickham', 'Garrett Grolemund']",39.0,2,391,France
Model-Based Clustering and Classification for Data Science: With Applications in R (Cambridge Series in Statistical and Probabilistic Mathematics Book 50) (English Edition)  ,[],57.0,3,92,France
Purview of Data Science: A Smart Book of Data Science (English Edition)  ,[],2.0,2,252,France
Practical Data Science with Python: Learn tools and techniques from hands-on examples to extract insights from data  ,['Nathan George'],54.0,2,312,France
SCIENCES : TOUTES LES GRANDES DATES  ,['Susan Kennedy'],22.0,1,487,France
Python for Data Science For Dummies (English Edition)  ,['Luca Massaron'],22.0,5,250,France
Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy  ,"[""Cathy O'Neil"", 'Relié']",12.0,3,99,France
